#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B2879F
#Date Time: 2025-05-16 14:14:56.039
#Sample rate: 4e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 2 V/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 2 V/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 2.25 kHz
#Period: 444.4444444 us
#Amplitude: 5 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.00102375,-4.710132377736161,0.7033741971975715
-0.0010235,-4.71751939976234,0.7144124281950329
-0.00102325,-4.728599932801589,0.7107330178625486
-0.001023,-4.73229344381468,0.718091838527519
-0.00102275,-4.735986954827768,0.7180918385275223
-0.0010225,-4.750760998880114,0.7291300695249854
-0.00102225,-4.761841531919375,0.7180918385275223
-0.001022,-4.769228553945548,0.7291300695249854
-0.00102175,-4.769228553945553,0.7291300695249904
-0.0010215,-4.780309086984802,0.7401683005224434
-0.00102125,-4.784002597997894,0.7548859418523992
-0.001021,-4.776615575971721,0.7512065315199116
-0.00102075,-4.784002597997894,0.7659241728498623
-0.0010205,-4.787696109010981,0.7548859418523992
-0.00102025,-4.787696109010985,0.7512065315199099
-0.00102,-4.795083131037151,0.7475271211874255
-0.00101975,-4.806163664076409,0.7438477108549378
-0.0010195,-4.813550686102587,0.7548859418523992
-0.00101925,-4.817244197115675,0.7659241728498623
-0.001019,-4.835711752181107,0.7732829935148376
-0.00101875,-4.835711752181107,0.7659241728498656
-0.0010185,-4.835711752181107,0.773282993514836
-0.00101825,-4.835711752181107,0.7696035831823517
-0.001018,-4.835711752181107,0.7659241728498639
-0.00101775,-4.843098774207281,0.76960358318235
-0.0010175,-4.843098774207281,0.780641814179813
-0.00101725,-4.854179307246541,0.7843212245123008
-0.001017,-4.857872818259636,0.7916800451772728
-0.00101675,-4.876340373325062,0.7843212245123025
-0.0010165,-4.880033884338146,0.7880006348447868
-0.00101625,-4.876340373325061,0.7916800451772761
-0.001016,-4.868953351298887,0.8027182761747392
-0.00101575,-4.872646862311974,0.8027182761747392
-0.0010155,-4.876340373325061,0.7990388658422531
-0.00101525,-4.876340373325062,0.8027182761747409
-0.001015,-4.880033884338146,0.8063976865072252
-0.00101475,-4.872646862311978,0.8063976865072269
-0.0010145,-4.887420906364321,0.8100770968397146
-0.00101425,-4.898501439403581,0.8211153278371777
-0.001014,-4.902194950416668,0.8284741485021531
-0.00101375,-4.902194950416666,0.821115327837176
-0.0010135,-4.898501439403582,0.8174359175046917
-0.00101325,-4.902194950416666,0.821115327837176
-0.001013,-4.902194950416668,0.81743591750469
-0.00101275,-4.909581972442841,0.8321535588346407
-0.0010125,-4.916968994469014,0.8284741485021531
-0.00101225,-4.913275483455927,0.8284741485021531
-0.001012,-4.916968994469016,0.824794738169662
-0.00101175,-4.920662505482099,0.8174359175046934
-0.0010115,-4.931743038521356,0.8284741485021481
-0.00101125,-4.939130060547535,0.8211153278371777
-0.001011,-4.924356016495188,0.8284741485021531
-0.00101075,-4.931743038521361,0.8358329691671285
-0.0010105,-4.935436549534447,0.8395123794996144
-0.00101025,-4.935436549534455,0.8358329691671285
-0.00101,-4.953904104599872,0.8358329691671285
-0.00100975,-4.9760651706784,0.8468712001645915
-0.0010095,-4.9760651706784,0.8542300208295669
-0.00100925,-4.968678148652227,0.8579094311620545
-0.001009,-4.964984637639141,0.8652682518270299
-0.00100875,-4.961291126626054,0.8579094311620512
-0.0010085,-4.961291126626054,0.8505506104970826
-0.00100825,-4.976065170678393,0.8542300208295652
-0.001008,-4.979758681691488,0.8542300208295669
-0.00100775,-4.964984637639141,0.8505506104970793
-0.0010075,-4.972371659665314,0.8505506104970793
-0.00100725,-4.979758681691489,0.8542300208295686
-0.001007,-4.983452192704566,0.8579094311620545
-0.00100675,-4.964984637639149,0.8579094311620545
-0.0010065,-4.972371659665314,0.8468712001645915
-0.00100625,-4.9760651706784,0.8579094311620545
-0.001006,-4.972371659665314,0.8579094311620545
-0.00100575,-4.987145703717661,0.8505506104970793
-0.0010055,-4.987145703717661,0.8542300208295669
-0.00100525,-4.987145703717661,0.8542300208295669
-0.001005,-5.001919747770001,0.861588841494539
-0.00100475,-5.009306769796181,0.8542300208295669
-0.0010045,-4.994532725743834,0.8579094311620545
-0.00100425,-4.990839214730747,0.8579094311620545
-0.001004,-4.983452192704574,0.8615888414945456
-0.00100375,-4.983452192704574,0.8689476621595177
-0.0010035,-4.983452192704574,0.8689476621595177
-0.00100325,-4.994532725743834,0.8615888414945423
-0.001003,-4.998226236756921,0.8689476621595177
-0.00100275,-5.001919747770008,0.8542300208295669
-0.0010025,-5.001919747770008,0.8615888414945423
-0.00100225,-5.005613258783096,0.8689476621595144
-0.001002,-5.009306769796179,0.8615888414945456
-0.00100175,-5.005613258783096,0.8579094311620562
-0.0010015,-4.998226236756921,0.8652682518270299
-0.00100125,-4.994532725743834,0.8726270724920053
-0.001001,-5.001919747770008,0.8542300208295669
-0.00100075,-5.005613258783094,0.8505506104970842
-0.0010005,-5.005613258783089,0.861588841494544
-0.00100025,-4.99453272574384,0.8652682518270283
-0.001,-5.001919747770008,0.8763064828244931
-0.00099975,-5.001919747770008,0.8689476621595177
-0.0009995,-5.001919747770008,0.8652682518270299
-0.0009992499999999999,-4.994532725743834,0.8799858931569807
